scenario_id,terrain_type,response_budget,advantage,red_quality,red_doctrinal_alignment,candidate_diversity,candidate_quality_spread,n_pareto_optimal
multi-domain-105,mixed,1,0.5705708626831852,0.04694214405048766,0.805,0.0,0.0,1
multi-domain-105,mixed,2,0.5166970799266318,0.2624372750767012,0.625,0.5,0.21549513102621357,2
multi-domain-105,mixed,4,0.5166970799266318,0.2624372750767012,0.625,0.725,0.21549513102621357,2
multi-domain-105,mixed,8,0.5166970799266318,0.2624372750767012,0.625,0.7339285714285715,0.21549513102621357,2
multi-domain-105,mixed,16,0.5140276039346968,0.2731151790444414,0.575,0.6919444444444439,0.22617303499395372,3
air-defense-106,air_defense,1,0.5315438389651093,0.09582464413956318,0.805,0.0,0.0,1
air-defense-106,air_defense,2,0.5315438389651093,0.09582464413956318,0.805,0.5,0.03173367972181862,2
air-defense-106,air_defense,4,0.5123581634253549,0.17256734629858034,0.625,0.6499999999999999,0.10847638188083578,3
air-defense-106,air_defense,8,0.4855634144356031,0.27974634225758777,0.665,0.661309523809524,0.21680978252819927,3
air-defense-106,air_defense,16,0.4712340889114792,0.33706364435408304,0.62,0.6390277777777772,0.31862233563323367,5
humanitarian-evacuation-107,urban_humanitarian,1,0.5286641899851234,0.08434324005950614,0.9550000000000001,0.0,0.0,1
humanitarian-evacuation-107,urban_humanitarian,2,0.5283192416290319,0.08572303348387245,0.815,0.4,0.0013797934243663101,2
humanitarian-evacuation-107,urban_humanitarian,4,0.4743005071834755,0.301797971266098,1.0,0.5111111111111112,0.21745473120659184,1
humanitarian-evacuation-107,urban_humanitarian,8,0.4743005071834755,0.301797971266098,1.0,0.5696428571428571,0.22606536229122892,1
humanitarian-evacuation-107,urban_humanitarian,16,0.4743005071834755,0.301797971266098,1.0,0.5165277777777778,0.31385931485907226,1
urban-106,urban,1,0.45318073820573,0.27479391774916156,0.59,0.0,0.0,1
urban-106,urban,2,0.45318073820573,0.27479391774916156,0.59,0.0,0.17960065463034658,2
urban-106,urban,4,0.45318073820573,0.27479391774916156,0.59,0.7777777777777778,0.19346091756808725,2
urban-106,urban,8,0.45318073820573,0.27479391774916156,0.59,0.8035714285714285,0.2355621400266791,3
urban-106,urban,16,0.45318073820573,0.27479391774916156,0.59,0.7833333333333335,0.25109612132600906,3
maritime-107,maritime,1,0.4952828766725861,0.25086849330965566,0.625,0.0,0.0,1
maritime-107,maritime,2,0.4952828766725861,0.25086849330965566,0.625,0.33333333333333337,0.05040931853121161,2
maritime-107,maritime,4,0.4952828766725861,0.25086849330965566,0.625,0.7722222222222223,0.16556326708576735,2
maritime-107,maritime,8,0.48070857359244695,0.3091657056302121,0.625,0.6744047619047618,0.24040693697495852,2
maritime-107,maritime,16,0.48070857359244695,0.3091657056302121,0.625,0.6851388888888885,0.2917466286821999,3
