scenario_id,terrain_type,framing,advantage_single,advantage_sampled,advantage_doctrine_aware,nash_gap_single,nash_gap_sampled,nash_gap_doctrine_aware,blue_doctrinal_alignment,blue_path_optionality,blue_vertex_parsimony,blue_worldline_completion,red_doctrinal_alignment_single,red_doctrinal_alignment_sampled,red_doctrinal_alignment_doctrine_aware,red_doctrinal_alignment_llm,candidate_diversity,candidate_quality_spread,n_pareto_optimal,selection_quality_regret,selection_doctrinal_gain,selection_changed,blue_wins_single,blue_wins_sampled,blue_wins_doctrine_aware,advantage_llm,nash_gap_llm,blue_wins_llm,llm_response_actions,advantage_council,blue_wins_council,council_diversity,council_revised_diversity,council_consensus_gap,council_adversarial_pressure,council_robustness_margin,council_pressure_reduction,council_selected_round,council_path_optionality,council_vertex_parsimony,council_worldline_completion
urban-166,urban,blue,0.5187471376902999,0.48583713802028594,0.48583713802028594,0.22693405171728553,0.2927540510573132,0.2927540510573132,1.0,0.5,0.8,0.0,0.73,0.91,0.91,1.0,0.8333333333333333,0.3215137781555139,1,0.0,0.0,False,True,True,True,0.5077075215630307,0.24901328397182354,True,4,0.5045876957194209,True,0.89,0.6666666666666667,0.0034263976142611674,0.6457194874287671,0.0034263976142611674,-0.04056204918863204,1,0.0,0.5,0.0
maritime-167,maritime,neutral,0.541476973341404,0.48420646865662625,0.48420646865662625,0.14904605331719223,0.2635870626867476,0.2635870626867476,0.815,0.0,0.5,0.0,0.805,0.76,0.76,1.0,0.6107142857142858,0.28187285432278464,2,0.0,0.0,False,True,True,True,0.4995299194004888,0.23294016119902228,True,4,0.5241548053878555,True,0.39999999999999997,0.5714285714285714,0.00976405260297758,0.5682162060695121,0.0,0.024438578197326533,0,0.0,0.5,0.0
multi-domain-168,mixed,adversary,0.5650582729865873,0.5077877683018096,0.5077877683018096,0.19620865260755882,0.3107496619771142,0.3107496619771142,0.725,0.0,0.5,0.0,0.805,0.76,0.76,1.0,0.6107142857142858,0.28187285432278464,2,0.0,0.0,False,False,False,False,0.5207213898211012,0.28488241893853106,False,4,0.5173102740255271,False,0.9400000000000001,1.0,0.03471500292425189,0.6415678680845356,0.03471500292425189,-0.06511602671648942,1,0.0,0.5,1.0
air-defense-169,air_defense,adversary,0.5344340845660325,0.4648593265283816,0.4648593265283816,0.15313183086793503,0.2922813469432368,0.2922813469432368,0.665,0.0,0.5,0.0,0.805,0.665,0.665,1.0,0.6083333333333334,0.3210845812408868,3,0.011041148528509959,0.14,True,False,False,False,0.4926134206391769,0.23677315872164617,False,4,0.4887183620649901,False,0.3333333333333334,0.5,0.009477762615121565,0.646589092715243,0.009477762615121565,-0.02847323365589116,1,0.0,0.5,0.0
humanitarian-evacuation-170,urban_humanitarian,blue,0.5117370889217273,0.4759564686566263,0.4759564686566263,0.17552582215654544,0.2470870626867474,0.2470870626867474,1.0,0.0,0.5555555555555556,0.0,1.0,0.9550000000000001,0.9550000000000001,1.0,0.5595238095238095,0.24567594208214774,2,0.0,0.0,False,True,True,True,0.488965356149889,0.22106928770022205,True,4,0.49534111048054263,True,0.28571428571428564,0.4444444444444444,0.0003407398945053375,0.6353664791935312,0.0003407398945053375,-0.007616198364029381,1,0.0,0.5,0.0
urban-169,urban,blue,0.5573829817059326,0.4924879312763451,0.4924879312763451,0.15572949463060515,0.28551959548978,0.28551959548978,1.0,0.5,0.8,0.0,0.545,0.77,0.77,1.0,0.8452380952380952,0.2595802017183499,1,0.0,0.0,False,True,True,True,0.5031230544000325,0.2642493492424056,True,4,0.5167537792551353,True,0.89,0.6666666666666667,5.240791920407828e-05,0.6175834094157714,0.00859467360112176,-0.0050505323857104045,1,0.0,0.5,0.0
maritime-170,maritime,neutral,0.5128244946017754,0.48720466266397705,0.48720466266397705,0.20635101079644924,0.25759067467204577,0.25759067467204577,0.815,0.0,0.5,0.0,0.62,0.805,0.805,1.0,0.6880952380952381,0.1751238647188233,1,0.0,0.0,False,True,True,True,0.49148864436033074,0.24902271127933862,True,4,0.5118849741009018,True,0.39999999999999997,0.5714285714285714,0.040065110915386004,0.6165812285851048,0.040065110915386004,0.026328772140763568,1,0.0,0.5,0.0
multi-domain-171,mixed,adversary,0.5250785599749908,0.49945872803719243,0.49945872803719243,0.23085914154288023,0.28209880541847676,0.28209880541847676,0.725,0.0,0.5,0.0,0.62,0.805,0.805,1.0,0.6880952380952381,0.1751238647188233,1,0.0,0.0,False,True,True,True,0.5065964347465134,0.26782339199983474,True,4,0.49121276063164176,True,0.9400000000000001,1.0,0.004002475628182234,0.6824337862700556,0.013044300848520263,-0.025779372105258824,1,0.0,0.5,1.0
air-defense-172,air_defense,adversary,0.5058704920083505,0.48321000747138704,0.49511884409006074,0.21025901598329888,0.255579985057226,0.2317623118198786,0.665,0.0,0.5,0.0,0.665,0.76,0.805,1.0,0.6470238095238097,0.24172409318292998,3,0.0,0.0,False,True,True,True,0.49320882942673233,0.23558234114653542,True,4,0.49128097928000425,True,0.3333333333333334,0.5,0.0038680191650610207,0.6527892182269,0.0038680191650610207,-0.0137002854095567,1,0.0,0.5,0.0
humanitarian-evacuation-173,urban_humanitarian,blue,0.4773061059681046,0.4773061059681046,0.4773061059681046,0.2443877880637908,0.2443877880637908,0.2443877880637908,1.0,0.0,0.5555555555555556,0.0,0.815,0.815,0.815,1.0,0.507142857142857,0.2089665510515569,3,0.050636586026300445,0.14000000000000012,True,True,True,True,0.4821092466771586,0.23478150664568287,True,4,0.5195105570202896,True,0.28571428571428564,0.4444444444444444,0.00596063549157394,0.5873497043033792,0.012451715151070242,0.03866770019644494,1,0.0,0.5,0.0
urban-172,urban,blue,0.4961927715931366,0.4961927715931366,0.4961927715931366,0.27435709998012614,0.27435709998012614,0.27435709998012614,1.0,0.5,0.8,0.0,0.77,0.77,0.77,1.0,0.7321428571428573,0.21748802098363498,2,0.0,0.0,False,True,True,True,0.5016639969780541,0.2634146492102909,True,4,0.5295213132518559,True,0.89,0.6666666666666667,0.013857124638646356,0.5869390222915041,0.0,0.03484246605891794,0,0.0,0.5,0.0
maritime-173,maritime,neutral,0.5613838552640306,0.4824516717949613,0.4824516717949613,0.10923228947193886,0.2670966564100774,0.2670966564100774,0.815,0.0,0.5,0.0,0.665,0.5800000000000001,0.5800000000000001,1.0,0.7071428571428573,0.3157287338762772,3,0.10248680462720194,0.22499999999999998,True,True,True,True,0.4940244078514764,0.2439511842970472,True,4,0.5269152362444733,True,0.39999999999999997,0.5714285714285714,0.041370309203547895,0.5885540677922267,0.041370309203547895,0.03108343160493665,1,0.0,0.5,0.0
multi-domain-174,mixed,adversary,0.5960359569900281,0.5171037735209588,0.5171037735209588,0.17853649292393392,0.33640085986207247,0.33640085986207247,0.725,0.0,0.5,0.0,0.665,0.5800000000000001,0.5800000000000001,1.0,0.7071428571428573,0.3157287338762772,3,0.10248680462720194,0.22499999999999998,True,False,False,False,0.5306976217990507,0.309213163305889,False,4,0.5345227086207376,False,0.9400000000000001,0.5714285714285714,0.015424558316947834,0.6301433264916934,0.0,0.010347692976452216,0,0.0,0.5,1.0
air-defense-175,air_defense,adversary,0.518649627707118,0.49104222196168706,0.505655962634315,0.18470074458576402,0.23991555607662596,0.21068807473136997,0.665,0.0,0.5,0.0,0.665,0.62,0.805,1.0,0.643452380952381,0.22712445499272899,2,0.058454962690511814,0.18500000000000005,True,True,True,True,0.4935002706652338,0.2349994586695323,True,4,0.5125719204919459,True,0.3333333333333334,0.5,0.008993677139136791,0.5997406992972819,0.0,0.04143934907294622,0,0.0,0.5,0.0
humanitarian-evacuation-176,urban_humanitarian,blue,0.4709566244248061,0.4709566244248061,0.4709566244248061,0.2570867511503878,0.2570867511503878,0.2570867511503878,1.0,0.0,0.5555555555555556,0.0,0.86,0.86,0.86,1.0,0.588095238095238,0.23057720087388237,2,0.08008139998195463,0.14,True,True,True,True,0.48959028631310775,0.21981942737378457,True,4,0.5236525428981907,True,0.28571428571428564,0.4444444444444444,0.009131773409378208,0.5774827120487921,0.009131773409378208,0.02550767191087333,1,0.0,0.5,0.0
urban-175,urban,blue,0.5612705362843946,0.47384123499781694,0.47384123499781694,0.10491465351834384,0.27977325609149917,0.27977325609149917,1.0,0.5,0.8,0.0,0.59,0.59,0.59,1.0,0.8035714285714286,0.3678214100111983,2,0.14278215551881795,0.32000000000000006,True,True,True,True,0.4984643713103427,0.23052698346644762,True,4,0.503285180955868,True,0.89,0.6666666666666667,0.003258794156153655,0.6206714828492257,0.0,0.01963359051580671,0,0.0,0.5,0.0
maritime-176,maritime,neutral,0.554389723394747,0.49077563751536346,0.5002597718345779,0.12322055321050618,0.25044872496927306,0.23148045633084413,0.815,0.0,0.5,0.0,0.625,0.5800000000000001,0.665,1.0,0.7333333333333334,0.25445634351753404,3,0.07981213012909139,0.22499999999999998,True,True,True,True,0.49456929188629467,0.24286141622741075,True,4,0.497755753499865,True,0.39999999999999997,0.5714285714285714,0.007929773481793911,0.6405315175545716,0.007929773481793911,-0.022909381872298074,1,0.0,0.5,0.0
multi-domain-177,mixed,adversary,0.5839825561035054,0.5203684702241218,0.5298526045433364,0.18240621862802286,0.30963439038678997,0.2906661217483608,0.725,0.0,0.5,0.0,0.625,0.5800000000000001,0.665,1.0,0.7333333333333334,0.25445634351753404,3,0.07981213012909139,0.22499999999999998,True,True,True,True,0.5292198268661774,0.29193167710267875,False,4,0.5072719977267107,False,0.9400000000000001,0.5714285714285714,0.017611212325757075,0.6681846945183969,0.0,-0.025622873465227736,0,0.0,0.5,1.0
air-defense-178,air_defense,adversary,0.5206579376527334,0.48347361532360905,0.48347361532360905,0.1806841246945332,0.255052769352782,0.255052769352782,0.665,0.0,0.5,0.0,0.85,0.805,0.805,1.0,0.5845238095238096,0.18600891268110642,2,0.0,0.0,False,True,True,True,0.49495631608955787,0.23208736782088435,True,4,0.5125392069859497,True,0.3333333333333334,0.5,0.0010940920303504909,0.5934646105824023,0.0,0.041268260846343385,0,0.0,0.5,0.0
humanitarian-evacuation-179,urban_humanitarian,blue,0.5464623262434575,0.465157922755613,0.465157922755613,0.10607534751308512,0.26868415448877414,0.26868415448877414,1.0,0.0,0.5555555555555556,0.0,1.0,0.9550000000000001,0.9550000000000001,1.0,0.4821428571428571,0.3252176139513777,2,0.0,0.0,False,True,True,True,0.4852250831480628,0.2285498337038745,True,4,0.5158940388672912,True,0.28571428571428564,0.4444444444444444,0.003156214486390141,0.5859891719806432,0.0116692796565106,0.05082844115077534,1,0.0,0.5,0.0
urban-178,urban,blue,0.4893924240671194,0.4893924240671194,0.4893924240671194,0.31400102553111764,0.31400102553111764,0.31400102553111764,1.0,0.5,0.8,0.0,0.91,0.91,0.91,1.0,0.7142857142857143,0.2575583276155319,1,0.0,0.0,False,True,True,True,0.5116542412406869,0.26947739118398273,True,4,0.531767903979908,True,0.89,0.6666666666666667,0.00780373956299496,0.6170864562512105,0.00780373956299496,0.0027037302737217273,1,0.0,0.5,0.0
maritime-179,maritime,neutral,0.5175412009983394,0.4910865839741327,0.5051147574280913,0.1969175980033211,0.24982683205173473,0.22177048514381736,0.815,0.0,0.5,0.0,0.76,0.76,0.805,1.0,0.6976190476190476,0.281753891330299,2,0.0,0.0,False,True,True,True,0.49539834661262994,0.2412033067747401,True,4,0.5012200001301508,True,0.39999999999999997,0.5714285714285714,0.005789144454575235,0.6373865108652218,0.0063031709406154435,-0.02455931723944338,1,0.0,0.5,0.0
multi-domain-180,mixed,adversary,0.5070875861281796,0.4806329691039728,0.4946611425579314,0.1760103682630012,0.22891960231141484,0.20086325540349748,0.725,0.0,0.5,0.0,0.76,0.76,0.805,1.0,0.6976190476190476,0.281753891330299,2,0.0,0.0,False,False,False,False,0.48958910266155875,0.21100733519624293,False,4,0.49653169021831456,False,0.9400000000000001,1.0,0.021604774494599743,0.6258559009485746,0.034379858340396474,-0.021374607401813184,1,0.0,0.5,1.0
air-defense-181,air_defense,adversary,0.5154902765991198,0.4937115209327312,0.4937115209327312,0.1910194468017603,0.2345769581345376,0.2345769581345376,0.665,0.0,0.5,0.0,0.76,0.625,0.625,1.0,0.6357142857142858,0.21121264976877557,3,0.09229929464673386,0.22499999999999998,True,False,False,False,0.4965135775217323,0.22897284495653536,False,4,0.5044853050884744,False,0.3333333333333334,0.5,0.004982222171638184,0.6258559009485746,0.004982222171638184,-0.02757152596641743,1,0.0,0.5,0.0
humanitarian-evacuation-182,urban_humanitarian,blue,0.48961957317428856,0.4711711150771885,0.4711711150771885,0.21976085365142284,0.25665776984562294,0.25665776984562294,1.0,0.0,0.5555555555555556,0.0,0.9550000000000001,1.0,1.0,1.0,0.6071428571428574,0.32841576691807584,1,0.0,0.0,False,True,True,True,0.4830944346711334,0.2328111306577334,True,4,0.5175951750789511,True,0.28571428571428564,0.4444444444444444,0.0023924396951408577,0.5961562627824526,0.0023924396951408577,-0.007450486970758785,1,0.0,0.5,0.0
urban-181,urban,blue,0.47842968152123716,0.4697824717908468,0.4697824717908468,0.2799596198658114,0.29725403932659233,0.29725403932659233,1.0,0.5,0.8,0.0,0.59,0.77,0.77,1.0,0.7440476190476192,0.16475355786152523,1,0.0,0.0,False,True,False,False,0.4979759493818137,0.24086708414465852,False,4,0.4941976187651844,False,0.89,0.6666666666666667,0.0014349095000881773,0.6462283825110327,0.0,-0.007241373391613459,0,0.0,0.5,0.0
maritime-182,maritime,neutral,0.5358843533140593,0.4996610070106918,0.4996610070106918,0.16023129337188147,0.23267798597861633,0.23267798597861633,0.815,0.0,0.5,0.0,0.805,0.665,0.665,1.0,0.7946428571428574,0.21073760203719438,2,0.02988118869873499,0.14,True,True,True,True,0.4944306267053899,0.2431387465892203,True,4,0.503130510762869,True,0.39999999999999997,0.5714285714285714,0.0207712225677536,0.6251195215071577,0.0207712225677536,-0.018563442758766424,1,0.0,0.5,0.0
multi-domain-183,mixed,adversary,0.5348160871540455,0.498592740850678,0.498592740850678,0.15809476105185372,0.23054145365858858,0.23054145365858858,0.725,0.0,0.5,0.0,0.805,0.665,0.665,1.0,0.7946428571428574,0.21073760203719438,2,0.02988118869873499,0.14,True,True,True,True,0.4998274533717928,0.2280720286163591,False,4,0.4846662194864573,False,0.9400000000000001,1.0,0.015039338263643898,0.6599115717399534,0.021527173724603665,-0.032875101861176925,1,0.0,0.5,1.0
air-defense-184,air_defense,adversary,0.49356810855321964,0.478161835620393,0.5121565428122344,0.2348637828935607,0.2656763287592141,0.1976869143755311,0.665,0.0,0.5,0.0,0.485,0.62,0.71,1.0,0.6636904761904763,0.2369522646204611,4,0.0,0.0,False,True,True,True,0.49323690279529186,0.23552619440941625,True,4,0.49878525723156003,True,0.3333333333333334,0.5,0.008236393015553345,0.6288100285697755,0.008236393015553345,0.011573014370231727,1,0.0,0.5,0.0
humanitarian-evacuation-185,urban_humanitarian,blue,0.49390121093539047,0.47241183562039296,0.47241183562039296,0.21119757812921902,0.25417632875921425,0.25417632875921425,1.0,0.0,0.5555555555555556,0.0,0.86,0.9550000000000001,0.9550000000000001,1.0,0.6208333333333332,0.23407152356800398,2,0.0,0.0,False,True,True,True,0.49249053524392744,0.2140189295121453,True,4,0.5372850912292095,True,0.28571428571428564,0.4444444444444444,0.007779292332959098,0.5449512760254591,0.007779292332959098,0.03537842113984202,1,0.0,0.5,0.0
urban-184,urban,blue,0.5739094855908512,0.514245249717268,0.5179009918527361,0.16884238081111058,0.2881708525582769,0.2808593682873408,1.0,0.5,0.8,0.0,0.59,0.545,0.59,1.0,0.7797619047619049,0.27722751846472415,4,0.01659054422006448,0.22499999999999998,True,True,True,True,0.5144498671387796,0.28776161771525377,True,4,0.5088586169346749,True,0.89,0.6666666666666667,0.006551147309795613,0.6647522107785198,0.006551147309795613,-0.03111255163372506,1,0.0,0.5,0.0
maritime-185,maritime,neutral,0.48869479740638094,0.48869479740638094,0.49621973496083305,0.254610405187238,0.254610405187238,0.2395605300783339,0.815,0.0,0.5,0.0,0.44,0.44,0.805,1.0,0.7577380952380952,0.19923585637105734,3,0.030099750217808252,0.36500000000000005,True,True,True,True,0.4999456622459557,0.23210867550808856,True,4,0.5204170554122096,True,0.39999999999999997,0.5714285714285714,0.00268672169965245,0.6041412395029875,0.00268672169965245,0.017985759290612302,1,0.0,0.5,0.0
multi-domain-186,mixed,adversary,0.4931909094122146,0.4931909094122146,0.5007158469666666,0.2636026291989053,0.2636026291989053,0.24855275409000122,0.725,0.0,0.5,0.0,0.44,0.44,0.805,1.0,0.7577380952380952,0.19923585637105734,3,0.030099750217808252,0.36500000000000005,True,False,False,False,0.5030748665472062,0.24383471492892195,False,4,0.5218070901863399,False,0.9400000000000001,1.0,0.002131460063443613,0.6316785690663814,0.02255941343963025,0.010220719846097182,1,0.0,0.5,0.0
air-defense-187,air_defense,adversary,0.51973097221039,0.4869753401574083,0.49209249317464865,0.18253805557921998,0.2480493196851834,0.23781501365070268,0.665,0.0,0.5,0.0,0.625,0.76,0.805,1.0,0.6601190476190476,0.22318218617188915,3,0.020468612068961334,0.04500000000000004,True,True,False,False,0.4981552750002915,0.2256894499994171,False,4,0.4769135522793656,False,0.3333333333333334,0.5,0.004972497782039231,0.6746718658832833,0.004972497782039231,-0.016677289434885223,1,0.0,0.5,0.0
humanitarian-evacuation-188,urban_humanitarian,blue,0.4848299117190648,0.4778811941909217,0.4778811941909217,0.22934017656187056,0.2432376116181567,0.2432376116181567,1.0,0.0,0.5555555555555556,0.0,0.8200000000000001,1.0,1.0,1.0,0.6958333333333334,0.22850295893396722,1,0.0,0.0,False,True,True,True,0.4808052920652947,0.23738941586941076,True,4,0.5047497685846072,True,0.28571428571428564,0.4444444444444444,0.0015196852234215519,0.6111078402438799,0.0015196852234215519,-0.010572749313358498,1,0.0,0.5,0.0
urban-187,urban,blue,0.4977217956072499,0.4977217956072499,0.4977217956072499,0.27968657733971947,0.27968657733971947,0.27968657733971947,1.0,0.5,0.8,0.0,0.77,0.77,0.77,1.0,0.8214285714285715,0.2739828198982429,2,0.1013538634240923,0.14,True,True,True,True,0.5029673191834866,0.2691955301872462,True,4,0.5220001827625681,True,0.89,0.6666666666666667,0.0013769701379841015,0.6063332810937107,0.0,0.0005886437737686601,0,0.0,0.5,0.0
maritime-188,maritime,neutral,0.5412899990244175,0.4808191989174345,0.4808191989174345,0.14942000195116467,0.27036160216513094,0.27036160216513094,0.815,0.0,0.5,0.0,0.665,0.62,0.62,1.0,0.6732142857142857,0.2700478147842139,2,0.0,0.0,False,True,True,True,0.4974634959659403,0.23707300806811937,True,4,0.4755561233585864,True,0.39999999999999997,0.5714285714285714,0.021343108720741244,0.6777521233102565,0.023158254409217705,-0.048980937207988684,1,0.0,0.5,0.0
multi-domain-189,mixed,adversary,0.5538795763971949,0.49340877629021185,0.49340877629021185,0.17459915669671933,0.2955407569106854,0.2955407569106854,0.725,0.0,0.5,0.0,0.665,0.62,0.62,1.0,0.6732142857142857,0.2700478147842139,2,0.0,0.0,False,True,True,True,0.5114722712637896,0.2594137669635299,False,4,0.5161636454970143,True,0.9400000000000001,1.0,0.01681339535512777,0.6217162337789552,0.020575287445122048,-0.014007847814271335,1,0.0,0.5,1.0
air-defense-190,air_defense,adversary,0.5178585987299053,0.5133767920386205,0.5178585987299053,0.18628280254018947,0.19524641592275893,0.18628280254018947,0.665,0.0,0.5,0.0,0.71,0.625,0.71,1.0,0.6488095238095238,0.16528065941806785,4,0.0655421563825145,0.22499999999999998,True,True,True,True,0.49455507855824593,0.232889842883508,True,4,0.5461975130275087,True,0.3333333333333334,0.5,0.018372885498301128,0.5189693439724117,0.0,0.0620717722654438,0,0.0,0.5,0.0
humanitarian-evacuation-191,urban_humanitarian,blue,0.4952319333390863,0.4745606323892433,0.4745606323892433,0.2085361333218274,0.24987873522151327,0.24987873522151327,1.0,0.0,0.5555555555555556,0.0,0.86,0.9550000000000001,0.9550000000000001,1.0,0.6583333333333334,0.27039634267626,1,0.0,0.0,False,True,True,True,0.4888776120394315,0.22124477592113712,True,4,0.5207032338243628,True,0.28571428571428564,0.4444444444444444,0.006960690859331653,0.5694987279250032,0.0,0.026155398234066984,0,0.0,0.5,0.0
