scenario_id,terrain_type,selected_blue_id,selected_red_id,selected_advantage,blue_doctrinal_alignment,red_doctrinal_alignment,path_optionality,vertex_parsimony,worldline_completion,council_diversity,revised_diversity,consensus_gap,adversarial_pressure,robustness_margin,pressure_reduction,n_blue_candidates,n_revised_candidates,selected_round,blue_wins
humanitarian-evacuation-110,urban_humanitarian,16f55ebc,abf4cf45,0.5266206141179136,1.0,0.635,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.007832631873197271,0.5644190277601101,0.0,0.013005725376153854,5,2,0,True
urban-109,urban,309f8cf1,86e86305,0.5091526472239135,1.0,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.007266110319576469,0.6484886282709063,0.013604168778112935,0.0019873011922445505,5,2,1,True
maritime-110,maritime,725da3f9,78c91675,0.4973575474600868,0.815,0.815,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.0017216572633852456,0.6413181275351387,0.004872148264751575,-0.02752649787821282,5,2,1,True
multi-domain-111,mixed,4e33b854,c6319fea,0.5343920937729055,0.77,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.021571042160702047,0.6104470648138002,0.021571042160702047,-0.012903255587190854,5,2,1,False
air-defense-112,air_defense,9589e9c4,25a2d8e3,0.5000961339445436,1.0,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.009120938526475886,0.6308409545662252,0.009120938526475886,0.01046926048894603,5,2,1,False
humanitarian-evacuation-113,urban_humanitarian,d997f280,2b30af39,0.5270100207865628,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.003769683890866349,0.5571737040059624,0.0,0.009644078642171316,5,2,0,True
urban-112,urban,208393bb,4406995c,0.49240910342984767,1.0,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.0025304460370889625,0.6553523532166361,0.0025304460370889625,-0.01879022865285984,5,2,1,True
maritime-113,maritime,4cae49a2,5e99945f,0.5083278571501132,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.023206879221187637,0.6253782246092016,0.023206879221187637,-0.008681460972370325,5,2,1,True
multi-domain-114,mixed,ca84b36d,9f321906,0.5256032137775342,0.77,0.77,0.0,0.5,1.0,0.9400000000000001,1.0,0.0034836808592008106,0.5981015530152816,0.0341478354470196,0.04984908343497252,5,2,1,True
air-defense-115,air_defense,dddf5572,df8437d0,0.4917161908049634,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0001741907477282867,0.6536015572995011,0.0001741907477282867,-0.0416066438549727,5,2,1,True
humanitarian-evacuation-116,urban_humanitarian,7baead30,6355e7f3,0.5133988420247702,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.012236111516117254,0.5999210154615592,0.013764105304113206,0.04376864178354001,5,2,1,True
urban-115,urban,c7503d32,e397398a,0.5003496756964607,1.0,0.73,0.0,0.5,0.0,0.89,0.6666666666666667,0.018076132715712512,0.6251686186423615,0.018076132715712512,0.02672040961195221,5,2,1,True
maritime-116,maritime,9beaff94,0b4c81be,0.5068744178202005,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.008386408491985686,0.6260657238870333,0.008386408491985686,-0.025805537750036467,5,2,1,True
multi-domain-117,mixed,2fbd1eca,01fc8fe9,0.5297531361026719,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.030047708508729176,0.5956582781689226,0.05354912691821717,0.014719700033920202,5,2,1,True
air-defense-118,air_defense,f776012c,cbe26134,0.5200324140446203,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.010925705152912746,0.5947497314381935,0.010925705152912746,0.0476182563392028,5,2,1,False
humanitarian-evacuation-119,urban_humanitarian,8e5ab27d,8369c4f7,0.4892120925956171,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0033878371023680076,0.6545143504338711,0.0033878371023680076,-0.013283924333644448,5,2,1,True
urban-118,urban,b869f84e,50e140bf,0.5140797680825506,0.9550000000000001,0.77,0.0,0.5,0.0,0.89,0.6666666666666667,0.005133181569945411,0.5581724267257802,0.0,0.025467420641535732,5,2,0,True
maritime-119,maritime,bc91ebcb,2cb7c66e,0.5032649197579983,0.815,0.86,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.010751403988166486,0.6334910090582682,0.010751403988166486,-0.03173219555408391,5,2,1,True
multi-domain-120,mixed,7b0e54c3,6042d8e5,0.5303878811401909,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.02746243624444411,0.5956110697609434,0.05610892172407822,0.053978854333607273,5,2,1,True
air-defense-121,air_defense,6d941514,05c49f68,0.49466037782079986,0.86,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.0017362748325296384,0.6457000929326651,0.0017362748325296384,-0.03632512164113699,5,2,1,True
humanitarian-evacuation-122,urban_humanitarian,629a67b7,14f9a892,0.5267360011204324,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.005733457085342397,0.5641927317760795,0.0,0.022789001715389667,5,2,0,True
urban-121,urban,aa979df5,ad17c48c,0.48020630236488215,0.86,0.8200000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.00728180776487658,0.6491502985621675,0.00728180776487658,0.0026772765247097263,5,2,1,True
maritime-122,maritime,b66bea95,2f93b945,0.5166307155329589,0.815,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.003907054693731538,0.5919557867369796,0.0,0.024283615021540195,5,2,0,True
multi-domain-123,mixed,928de243,87b55cd4,0.48938487056933,0.9550000000000001,0.9550000000000001,0.0,0.5,1.0,0.9400000000000001,1.0,0.009275327924702204,0.6604701206097803,0.0325709443779455,-0.06980402237302585,5,2,1,False
air-defense-124,air_defense,94d25edd,71b3837d,0.49006665208922046,1.0,1.0,0.0,0.5,0.0,0.3333333333333334,0.5,0.007512062468783831,0.6525839136244564,0.007512062468783831,-0.009587491299577255,5,2,1,False
humanitarian-evacuation-125,urban_humanitarian,3b956fe3,647205f4,0.5039926613971373,1.0,1.0,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0029906070875435065,0.6124809495925276,0.005907631710762973,0.013891424178043899,5,2,1,True
urban-124,urban,c06aceea,de0aeb5d,0.46175191695922185,0.815,0.815,0.0,0.5,0.0,0.89,0.6666666666666667,0.00031339555772424976,0.6672640455993134,0.0,-0.0031449110316476014,5,2,0,True
maritime-125,maritime,9b707bf0,f24ff5bf,0.5100190637216178,0.815,1.0,0.0,0.5,0.3333333333333333,0.39999999999999997,0.5714285714285714,0.008934990838415757,0.6147047079234301,0.008934990838415757,-0.002279472681943173,5,2,1,True
multi-domain-126,mixed,3583c9ba,c8633471,0.499914114036184,0.77,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.026002400278012594,0.6615837858810412,0.026002400278012594,-0.009224493691934343,5,2,1,False
air-defense-127,air_defense,b5db496e,e11c5813,0.5089678641033399,0.86,0.775,0.0,0.5,0.0,0.3333333333333334,0.5,0.011291258066090437,0.6118071071599859,0.011291258066090437,0.020320030579197845,5,2,1,True
humanitarian-evacuation-128,urban_humanitarian,a01fb919,1786617b,0.5292396373951485,1.0,0.86,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0053575339507766495,0.5542445548522823,0.0,0.05368377907711841,5,2,0,True
urban-127,urban,26e32525,62b1d8fe,0.5373955828781256,0.9550000000000001,0.9550000000000001,0.0,0.5,0.0,0.89,0.6666666666666667,0.014682568297930243,0.5844259132412312,0.0,0.042553686113141365,5,2,0,True
maritime-128,maritime,09a2f4ad,adbab53d,0.49596066174109055,1.0,1.0,0.0,0.5,0.0,0.39999999999999997,0.5714285714285714,0.02408913037969984,0.637026218656389,0.030673670372107775,0.0015449808020774336,5,2,1,True
multi-domain-129,mixed,18fda41e,2cce532b,0.49850305865319494,0.9550000000000001,1.0,0.0,0.5,1.0,0.9400000000000001,1.0,0.04581101672868204,0.6595269993070485,0.047292133740668374,-0.01580079152484326,5,2,1,True
air-defense-130,air_defense,7ec80b7c,ec4b07da,0.5148128338778466,0.86,0.815,0.0,0.5,0.0,0.3333333333333334,0.5,0.0046087623208318496,0.5818218743828769,0.0,0.028913676520229026,5,2,0,True
humanitarian-evacuation-131,urban_humanitarian,5b9189c9,dd72096b,0.5169411844431101,1.0,0.9550000000000001,0.0,0.5,0.0,0.28571428571428564,0.4444444444444444,0.0032788347991047906,0.568588698820674,0.0,0.017185499485880995,5,2,0,True
